Gene	Lenth	Location1	Location2	GC
BAI1	95579	chr8:143530791	chr8:143626370	0.63
ARC	4428	chr8:143692405	chr8:143696833	0.67
AP006547.3	691	chr8:143701734	chr8:143702425	0.62
AC145123.2	2078	chr8:143719949	chr8:143722027	0.57
PSCA	12416	chr8:143751726	chr8:143764142	0.56
LY6K	5016	chr8:143781529	chr8:143786545	0.54
CTD-2292P10.4	24721	chr8:143783670	chr8:143808391	0.44
THEM6	9724	chr8:143808621	chr8:143818345	0.53
CTD-2292P10.2	407	chr8:143808701	chr8:143809108	0.75
SLURP1	1467	chr8:143822362	chr8:143823829	0.64
LYPD2	2384	chr8:143831568	chr8:143833952	0.65
RP11-706C16.7	3311	chr8:143844534	chr8:143847845	0.58
LYNX1	13888	chr8:143845752	chr8:143859640	0.62
LY6D	1712	chr8:143866296	chr8:143868008	0.62
RP11-706C16.8	26746	chr8:143866790	chr8:143893536	0.59
RP11-706C16.5	802	chr8:143915554	chr8:143916356	0.66
GML	82259	chr8:143915663	chr8:143997922	0.46
CYP11B1	7490	chr8:143953772	chr8:143961262	0.58
CYP11B2	7284	chr8:143991975	chr8:143999259	0.60
RP11-273G15.2	36699	chr8:144063155	chr8:144099854	0.49
LY6E	5850	chr8:144099399	chr8:144105249	0.64
C8orf31	20733	chr8:144120626	chr8:144141359	0.51
RP11-520P18.5	2544	chr8:144161874	chr8:144164418	0.62
LY6H	2797	chr8:144239331	chr8:144242128	0.70
GPIHBP1	3976	chr8:144295068	chr8:144299044	0.63
ZFP41	15884	chr8:144328991	chr8:144344875	0.57
GLI4	9498	chr8:144349603	chr8:144359101	0.64
RP13-582O9.5	1529	chr8:144362331	chr8:144363860	0.50
ZNF696	8385	chr8:144371846	chr8:144380231	0.58
RP13-582O9.7	222	chr8:144372569	chr8:144372791	0.67
TOP1MT	55595	chr8:144386554	chr8:144442149	0.54
RHPN1-AS1	1917	chr8:144448801	chr8:144450718	0.56
RHPN1	15333	chr8:144451057	chr8:144466390	0.65
RP11-909N17.2	4305	chr8:144494919	chr8:144499224	0.48
RP11-909N17.3	1471	chr8:144499849	chr8:144501320	0.57
MAFA	11224	chr8:144501352	chr8:144512576	0.65
ZC3H3	103798	chr8:144519825	chr8:144623623	0.58
RP11-661A12.5	7756	chr8:144624143	chr8:144631899	0.50
GSDMD	9855	chr8:144635377	chr8:144645232	0.62
MROH6	6784	chr8:144648357	chr8:144655141	0.67
RP11-661A12.9	3907	chr8:144655660	chr8:144659567	0.65
NAPRT1	3864	chr8:144656955	chr8:144660819	0.68
RP11-661A12.7	1034	chr8:144661806	chr8:144662840	0.61
EEF1D	19844	chr8:144661867	chr8:144681711	0.62
TIGD5	2411	chr8:144680074	chr8:144682485	0.70
RP11-661A12.14	1978	chr8:144683416	chr8:144685394	0.60
PYCRL	5860	chr8:144686083	chr8:144691943	0.61
TSTA3	5430	chr8:144694788	chr8:144700218	0.65
RP11-661A12.12	1685	chr8:144714241	chr8:144715926	0.54
ZNF623	17717	chr8:144718183	chr8:144735900	0.49
ZNF707	29446	chr8:144766622	chr8:144796068	0.56
RP11-429J17.2	2259	chr8:144778324	chr8:144780583	0.58
CCDC166	1415	chr8:144788864	chr8:144790279	0.72
RP11-429J17.4	4577	chr8:144791177	chr8:144795754	0.58
MAPK15	6199	chr8:144798429	chr8:144804628	0.65
RP11-429J17.5	645	chr8:144800416	chr8:144801061	0.62
FAM83H	9868	chr8:144806103	chr8:144815971	0.65
FAM83H-AS1	12197	chr8:144816310	chr8:144828507	0.60
RP11-429J17.7	13669	chr8:144840323	chr8:144853992	0.50
RP11-429J17.8	1539	chr8:144871090	chr8:144872629	0.66
SCRIB	24459	chr8:144873090	chr8:144897549	0.63
PUF60	13515	chr8:144898514	chr8:144912029	0.62
NRBP2	8436	chr8:144915764	chr8:144924200	0.62
EPPK1	13135	chr8:144939497	chr8:144952632	0.64
PLEC	61581	chr8:144989321	chr8:145050902	0.64
PARP10	35619	chr8:145051321	chr8:145086940	0.55
GRINA	3357	chr8:145064226	chr8:145067583	0.67
SPATC1	15351	chr8:145086582	chr8:145101933	0.55
CTD-3065J16.6	2393	chr8:145104030	chr8:145106423	0.71
OPLAH	12568	chr8:145106167	chr8:145118735	0.66
CTD-3065J16.9	1263	chr8:145132905	chr8:145134168	0.63
EXOSC4	2021	chr8:145133529	chr8:145135550	0.59
GPAA1	3626	chr8:145137493	chr8:145141119	0.64
CYC1	2498	chr8:145149930	chr8:145152428	0.63
SHARPIN	9491	chr8:145153536	chr8:145163027	0.61
MAF1	3112	chr8:145159402	chr8:145162514	0.63
KIAA1875	10589	chr8:145162629	chr8:145173218	0.64
FAM203A	3074	chr8:145192672	chr8:145195746	0.65
MROH1	113924	chr8:145202919	chr8:145316843	0.53
KM-PA-2	14150	chr8:145317003	chr8:145331153	0.67
SCXB	1528	chr8:145321517	chr8:145323045	0.68
FAM203B	2955	chr8:145437880	chr8:145440835	0.65
BOP1	29027	chr8:145486055	chr8:145515082	0.62
SCXA	1921	chr8:145490549	chr8:145492470	0.67
HSF1	23105	chr8:145515280	chr8:145538385	0.57
GS1-393G12.12	548	chr8:145538253	chr8:145538801	0.60
DGAT1	10619	chr8:145539954	chr8:145550573	0.63
SCRT1	5715	chr8:145554228	chr8:145559943	0.67
TMEM249	2696	chr8:145575878	chr8:145578574	0.64
GS1-393G12.13	2381	chr8:145576888	chr8:145579269	0.66
SLC52A2	7137	chr8:145577795	chr8:145584932	0.66
FBXL6	3945	chr8:145579091	chr8:145583036	0.66
ADCK5	21667	chr8:145596790	chr8:145618457	0.57
CPSF1	16309	chr8:145618444	chr8:145634753	0.60
GS1-393G12.14	484	chr8:145634876	chr8:145635360	0.70
SLC39A4	7153	chr8:145635126	chr8:145642279	0.62
VPS28	4931	chr8:145649000	chr8:145653931	0.63
TONSL	15662	chr8:145654165	chr8:145669827	0.63
AC084125.4	4752	chr8:145660602	chr8:145665354	0.64
CYHR1	16095	chr8:145674965	chr8:145691060	0.62
CTD-2517M22.16	1284	chr8:145689200	chr8:145690484	0.60
KIFC2	8159	chr8:145691426	chr8:145699585	0.64
FOXH1	2923	chr8:145698795	chr8:145701718	0.64
PPP1R16A	24152	chr8:145703352	chr8:145727504	0.57
GPT	4201	chr8:145728356	chr8:145732557	0.68
MFSD3	2139	chr8:145734457	chr8:145736596	0.67
RECQL4	6562	chr8:145736667	chr8:145743229	0.66
CTD-2517M22.17	1106	chr8:145737950	chr8:145739056	0.66
LRRC14	7181	chr8:145743376	chr8:145750557	0.63
LRRC24	4655	chr8:145747761	chr8:145752416	0.63
C8orf82	3399	chr8:145751117	chr8:145754516	0.68
ARHGAP39	156631	chr8:145754563	chr8:145911194	0.52
CTD-2517M22.9	2448	chr8:145809424	chr8:145811872	0.54
AF186192.1	571	chr8:145923999	chr8:145924570	0.56
AF186192.6	946	chr8:145939284	chr8:145940230	0.54
ZNF251	35504	chr8:145946298	chr8:145981802	0.48
ZNF34	14231	chr8:145998499	chr8:146012730	0.50
RPL8	2822	chr8:146015150	chr8:146017972	0.61
ZNF517	12293	chr8:146024261	chr8:146036554	0.56
ZNF7	20045	chr8:146052849	chr8:146072894	0.51
COMMD5	12694	chr8:146066427	chr8:146079121	0.53
ZNF250	50921	chr8:146076632	chr8:146127553	0.48
ZNF16	20530	chr8:146155744	chr8:146176274	0.47
RP5-1047A19.4	1923	chr8:146218300	chr8:146220223	0.48
ZNF252P-AS1	3235	chr8:146228197	chr8:146231432	0.49
C8orf33	3652	chr8:146277764	chr8:146281416	0.52
MIR1302-9	3234	chr9:27657	chr9:30891	0.47
FAM138C	1462	chr9:34394	chr9:35856	0.51
RP11-143M1.2	16125	chr9:72701	chr9:88826	0.43
RP11-143M1.3	2137	chr9:100804	chr9:102941	0.47
RP11-143M1.4	1038	chr9:112716	chr9:113754	0.62
FOXD4	2180	chr9:116237	chr9:118417	0.60
CBWD1	67938	chr9:121041	chr9:188979	0.36
C9orf66	2785	chr9:213108	chr9:215893	0.52
DOCK8	250405	chr9:214854	chr9:465259	0.42
RP11-59O6.3	5036	chr9:267966	chr9:273002	0.41
RP11-165F24.3	37808	chr9:454304	chr9:492112	0.43
KANK1	275814	chr9:470291	chr9:746105	0.42
RP11-130C19.3	12077	chr9:673478	chr9:685555	0.40
DMRT1	127400	chr9:841690	chr9:969090	0.43
DMRT3	14767	chr9:976964	chr9:991731	0.44
DMRT2	7198	chr9:1050354	chr9:1057552	0.48
SMARCA2	178282	chr9:2015342	chr9:2193624	0.41
RP11-264I13.2	4123	chr9:2041900	chr9:2046023	0.39
RP11-125B21.2	218693	chr9:2422702	chr9:2641395	0.40
RP11-91N2.3	538	chr9:2541097	chr9:2541635	0.44
VLDLR	38219	chr9:2621834	chr9:2660053	0.42
KCNV2	12535	chr9:2717502	chr9:2730037	0.42
KIAA0020	123772	chr9:2720469	chr9:2844241	0.40
RP11-32F11.2	16928	chr9:3181589	chr9:3198517	0.42
RFX3	307707	chr9:3218297	chr9:3526004	0.35
AL365202.1	16876	chr9:3452305	chr9:3469181	0.34
RP11-509J21.1	144923	chr9:3526723	chr9:3671646	0.38
RP11-509J21.2	1003	chr9:3647335	chr9:3648338	0.36
RP11-509J21.3	17268	chr9:3674546	chr9:3691814	0.39
RP11-509J21.4	5550	chr9:3684076	chr9:3689626	0.39
GLIS3	524265	chr9:3824127	chr9:4348392	0.40
RP11-252M18.3	3225	chr9:3875584	chr9:3878809	0.39
GLIS3-AS1	2606	chr9:3898642	chr9:3901248	0.38
RP11-358M14.2	6656	chr9:4299390	chr9:4306046	0.44
SLC1A1	97025	chr9:4490444	chr9:4587469	0.42
SPATA6L	113288	chr9:4553386	chr9:4666674	0.41
PPAPDC2	2958	chr9:4662298	chr9:4665256	0.48
RP11-6J24.6	2902	chr9:4676600	chr9:4679502	0.41
CDC37L1	28839	chr9:4679559	chr9:4708398	0.37
AK3	30888	chr9:4711155	chr9:4742043	0.41
RCL1	93048	chr9:4792869	chr9:4885917	0.43
RP11-125K10.5	74	chr9:4850299	chr9:4850373	0.41
AL158147.2	140	chr9:4859120	chr9:4859260	0.52
JAK2	143150	chr9:4985033	chr9:5128183	0.38
AL161450.1	7417	chr9:5077163	chr9:5084580	0.34
INSL6	53689	chr9:5131979	chr9:5185668	0.39
INSL4	3885	chr9:5231419	chr9:5235304	0.40
RLN2	5101	chr9:5299868	chr9:5304969	0.40
RLN1	4904	chr9:5334969	chr9:5339873	0.39
RP11-12D24.10	614	chr9:5351796	chr9:5352410	0.30
PLGRKT	79905	chr9:5357973	chr9:5437878	0.40
CD274	20063	chr9:5450503	chr9:5470566	0.38
PDCD1LG2	60737	chr9:5510545	chr9:5571282	0.41
RP11-574F11.3	4504	chr9:5584490	chr9:5588994	0.41
KIAA1432	147532	chr9:5629025	chr9:5776557	0.37
RP11-207C16.4	1223	chr9:5719021	chr9:5720244	0.34
ERMP1	68041	chr9:5765076	chr9:5833117	0.39
KIAA2026	126305	chr9:5881596	chr9:6007901	0.38
MLANA	19804	chr9:5890802	chr9:5910606	0.41
RANBP6	4575	chr9:6011043	chr9:6015618	0.39
RP11-218I7.2	19354	chr9:6047360	chr9:6066714	0.40
IL33	42178	chr9:6215805	chr9:6257983	0.38
TPD52L3	3551	chr9:6328349	chr9:6331900	0.41
UHRF2	93903	chr9:6413151	chr9:6507054	0.39
RP11-307L3.4	34413	chr9:6415145	chr9:6449558	0.40
C9orf38	2757	chr9:6467618	chr9:6470375	0.38
GLDC	113186	chr9:6532464	chr9:6645650	0.44
RP11-390F4.6	24679	chr9:6645956	chr9:6670635	0.46
RP11-390F4.10	3309	chr9:6704471	chr9:6707780	0.49
RP11-390F4.3	10890	chr9:6716548	chr9:6727438	0.47
KDM4C	454785	chr9:6720863	chr9:7175648	0.40
RP11-77E14.2	583	chr9:7786105	chr9:7786688	0.47
TMEM261	91890	chr9:7796490	chr9:7888380	0.38
RP11-29B9.1	4310	chr9:7930827	chr9:7935137	0.34
RP11-29B9.2	667	chr9:7960413	chr9:7961080	0.42
PTPRD	2298477	chr9:8314246	chr9:10612723	0.36
RP11-75C9.1	4125	chr9:8858130	chr9:8862255	0.45
RP11-75C9.2	26998	chr9:8936079	chr9:8963077	0.36
RP11-527D15.1	4361	chr9:9799423	chr9:9803784	0.33
RP11-87N24.2	7218	chr9:10613202	chr9:10620420	0.39
RP11-87N24.3	453	chr9:10631750	chr9:10632203	0.33
RP11-109M17.2	109	chr9:10948372	chr9:10948481	0.36
RP11-23D5.1	1000	chr9:11275314	chr9:11276314	0.41
RP11-74C3.1	60487	chr9:12098660	chr9:12159147	0.34
TYRP1	24851	chr9:12685439	chr9:12710290	0.35
RP11-3L8.3	114244	chr9:12700100	chr9:12814344	0.36
LURAP1L	47110	chr9:12775020	chr9:12822130	0.37
MPDZ	173886	chr9:13105703	chr9:13279589	0.36
RP11-536O18.2	26673	chr9:13406379	chr9:13433052	0.37
RP11-536O18.1	41020	chr9:13446490	chr9:13487510	0.39
LINC00583	17639	chr9:13927970	chr9:13945609	0.38
RP11-284P20.3	4144	chr9:14025970	chr9:14030114	0.39
NFIB	317140	chr9:14081842	chr9:14398982	0.38
RP11-120J1.1	40823	chr9:14317084	chr9:14357907	0.43
RP11-408A13.3	557	chr9:14586767	chr9:14587324	0.40
RP11-408A13.4	1268	chr9:14588795	chr9:14590063	0.38
ZDHHC21	82400	chr9:14611069	chr9:14693469	0.35
CER1	2993	chr9:14719722	chr9:14722715	0.40
FREM1	176329	chr9:14734664	chr9:14910993	0.39
TTC39B	143738	chr9:15163620	chr9:15307358	0.40
SNAPC3	43249	chr9:15422702	chr9:15465951	0.40
PSIP1	46953	chr9:15464064	chr9:15511017	0.38
CCDC171	508766	chr9:15552895	chr9:16061661	0.37
C9orf92	72378	chr9:16203933	chr9:16276311	0.44
BNC2	461340	chr9:16409501	chr9:16870841	0.39
RP11-183I6.2	3049	chr9:16473186	chr9:16476235	0.39
RP11-62F24.1	714	chr9:16625674	chr9:16626388	0.41
RP11-62F24.2	710	chr9:16726812	chr9:16727522	0.61
RP11-132E11.2	63896	chr9:17048917	chr9:17112813	0.39
CNTLN	368941	chr9:17134980	chr9:17503921	0.36
SH3GL2	218047	chr9:17579080	chr9:17797127	0.39
RP11-570H19.2	1623	chr9:18360595	chr9:18362218	0.37
ADAMTSL1	437056	chr9:18473892	chr9:18910948	0.39
FAM154A	105595	chr9:18927656	chr9:19033251	0.43
RRAGA	1647	chr9:19049372	chr9:19051019	0.52
HAUS6	49976	chr9:19053141	chr9:19103117	0.40
PLIN2	40915	chr9:19108373	chr9:19149288	0.45
DENND4C	143706	chr9:19230433	chr9:19374139	0.39
RP11-146N23.4	1239	chr9:19291335	chr9:19292574	0.40
RP11-513M16.7	559	chr9:19371384	chr9:19371943	0.27
RP11-513M16.8	545	chr9:19375449	chr9:19375994	0.34
RPS6	4539	chr9:19375713	chr9:19380252	0.41
ACER2	43093	chr9:19408925	chr9:19452018	0.44
SLC24A2	279476	chr9:19507450	chr9:19786926	0.40
RP11-378I6.1	3843	chr9:19926092	chr9:19929935	0.46
MLLT3	280879	chr9:20341663	chr9:20622542	0.37
FOCAD	337646	chr9:20658308	chr9:20995954	0.37
RP11-4E23.2	1384	chr9:20683303	chr9:20684687	0.58
PTPLAD2	36329	chr9:20995306	chr9:21031635	0.37
IFNB1	839	chr9:21077104	chr9:21077943	0.42
IFNW1	1513	chr9:21140631	chr9:21142144	0.38
IFNA21	1023	chr9:21165636	chr9:21166659	0.39
IFNA4	981	chr9:21186617	chr9:21187598	0.41
IFNA7	736	chr9:21201468	chr9:21202204	0.45
IFNA10	962	chr9:21206180	chr9:21207142	0.41
IFNA16	938	chr9:21216372	chr9:21217310	0.40
IFNA17	979	chr9:21227242	chr9:21228221	0.40
IFNA14	777	chr9:21239201	chr9:21239978	0.44
IFNA5	699	chr9:21304613	chr9:21305312	0.46
KLHL9	5709	chr9:21329670	chr9:21335379	0.39
IFNA6	1543	chr9:21349834	chr9:21351377	0.38
IFNA13	704	chr9:21367371	chr9:21368075	0.49
IFNA2	1142	chr9:21384254	chr9:21385396	0.40
RP11-354P17.15	1458	chr9:21394887	chr9:21396345	0.38
IFNA8	1038	chr9:21409146	chr9:21410184	0.41
IFNA1	875	chr9:21440440	chr9:21441315	0.45
IFNE	1471	chr9:21480841	chr9:21482312	0.35
MTAP	129104	chr9:21802542	chr9:21931646	0.40
RP11-145E5.5	230350	chr9:21802635	chr9:22032985	0.40
RP11-70L8.4	3016	chr9:21858909	chr9:21861925	0.40
C9orf53	601	chr9:21967137	chr9:21967738	0.49
CDKN2A	27549	chr9:21967751	chr9:21995300	0.41
CDKN2B-AS1	126319	chr9:21994777	chr9:22121096	0.39
CDKN2B	6460	chr9:22002902	chr9:22009362	0.41
RP11-408N14.1	10682	chr9:22203989	chr9:22214671	0.35
DMRTA1	8899	chr9:22446840	chr9:22455739	0.38
RP11-399D6.2	178013	chr9:22646199	chr9:22824212	0.35
RP11-370B11.3	1141	chr9:22767174	chr9:22768315	0.34
RP11-315I14.2	611	chr9:23671786	chr9:23672397	0.41
ELAVL2	136233	chr9:23690102	chr9:23826335	0.39
RP11-321L2.1	20244	chr9:23829668	chr9:23849912	0.34
RP11-321L2.2	3064	chr9:23894988	chr9:23898052	0.33
IZUMO3	2994	chr9:24542950	chr9:24545944	0.40
RP11-20A20.2	46041	chr9:24545950	chr9:24591991	0.35
TUSC1	2460	chr9:25676396	chr9:25678856	0.53
RP11-33G16.1	4506	chr9:25780054	chr9:25784560	0.34
RP11-18A15.1	39921	chr9:26746951	chr9:26786872	0.39
RP11-337A23.6	4129	chr9:26801731	chr9:26805860	0.38
CAAP1	52119	chr9:26840683	chr9:26892802	0.37
PLAA	43380	chr9:26904081	chr9:26947461	0.38
IFT74	115891	chr9:26947037	chr9:27062928	0.38
RP11-337A23.3	515	chr9:26955778	chr9:26956293	0.40
LRRC19	12557	chr9:26993134	chr9:27005691	0.35
RP11-56F10.3	2098	chr9:27102628	chr9:27104726	0.41
TEK	121034	chr9:27109139	chr9:27230173	0.41
LINC00032	37109	chr9:27245682	chr9:27282791	0.39
EQTN	12481	chr9:27284656	chr9:27297137	0.37
MOB3B	204572	chr9:27325207	chr9:27529779	0.42
RP11-298E2.2	5829	chr9:27391732	chr9:27397561	0.38
IFNK	2184	chr9:27524312	chr9:27526496	0.39
C9orf72	27320	chr9:27546544	chr9:27573864	0.36
RP11-575I8.1	15205	chr9:27829274	chr9:27844479	0.40
LINGO2	722207	chr9:27948076	chr9:28670283	0.36
RP11-271O3.1	9879	chr9:31371609	chr9:31381488	0.37
ACO1	70149	chr9:32384618	chr9:32454767	0.42
DDX58	71022	chr9:32455300	chr9:32526322	0.40
TOPORS	12009	chr9:32540542	chr9:32552551	0.42
TOPORS-AS1	15861	chr9:32551142	chr9:32567003	0.42
NDUFB6	20163	chr9:32552997	chr9:32573160	0.41
GVQW1	1832	chr9:32566787	chr9:32568619	0.48
TAF1L	6215	chr9:32629452	chr9:32635667	0.47
RP11-555J4.4	15231	chr9:32633452	chr9:32648683	0.40
RP11-555J4.3	1923	chr9:32643101	chr9:32645024	0.41
TMEM215	3900	chr9:32783497	chr9:32787397	0.42
RP11-462B18.2	1164	chr9:32840596	chr9:32841760	0.35
APTX	52562	chr9:32972604	chr9:33025166	0.43
DNAJA1	14696	chr9:33025209	chr9:33039905	0.41
SMU1	34903	chr9:33041762	chr9:33076665	0.41
B4GALT1	63274	chr9:33104080	chr9:33167354	0.47
RP11-326F20.5	13008	chr9:33166973	chr9:33179981	0.46
SPINK4	30202	chr9:33218363	chr9:33248565	0.48
BAG1	16943	chr9:33247818	chr9:33264761	0.47
CHMP5	17037	chr9:33264940	chr9:33281977	0.42
NFX1	80646	chr9:33290509	chr9:33371155	0.43
AQP7	17878	chr9:33384765	chr9:33402643	0.53
RP11-311H10.4	7091	chr9:33402855	chr9:33409946	0.52
AQP3	6457	chr9:33441152	chr9:33447609	0.56
NOL6	12489	chr9:33461439	chr9:33473928	0.54
RP11-255A11.2	1814	chr9:33512957	chr9:33514771	0.40
ANKRD18B	48615	chr9:33524392	chr9:33573007	0.36
CYP4F26P	24596	chr9:33580693	chr9:33605289	0.50
RP11-384P7.7	3527	chr9:33697457	chr9:33700984	0.38
RP11-384P7.5	2865	chr9:33719688	chr9:33722553	0.52
RP11-384P7.6	5441	chr9:33732973	chr9:33738414	0.45
PRSS3	48715	chr9:33750515	chr9:33799230	0.43
RP11-133O22.6	32845	chr9:33785948	chr9:33818793	0.46
UBE2R2	102837	chr9:33817565	chr9:33920402	0.42
RP11-176F3.7	1513	chr9:33909607	chr9:33911120	0.44
UBAP2	127256	chr9:33921691	chr9:34048947	0.43
RP11-537H15.3	11893	chr9:34084330	chr9:34096223	0.46
DCAF12	41012	chr9:34086385	chr9:34127397	0.46
UBAP1	73518	chr9:34179003	chr9:34252521	0.43
KIF24	76819	chr9:34252379	chr9:34329198	0.43
NUDT2	14205	chr9:34329504	chr9:34343709	0.46
KIAA1161	10183	chr9:34366668	chr9:34376851	0.54
C9orf24	18813	chr9:34379017	chr9:34397830	0.45
FAM219A	60386	chr9:34398182	chr9:34458568	0.47
DNAI1	63570	chr9:34457412	chr9:34520982	0.48
ENHO	2001	chr9:34521038	chr9:34523039	0.63
RP11-296L22.8	2714	chr9:34521525	chr9:34524239	0.62
CNTFR	38691	chr9:34551430	chr9:34590121	0.56
CNTFR-AS1	14814	chr9:34568013	chr9:34582827	0.56
RPP25L	1618	chr9:34610483	chr9:34612101	0.59
DCTN3	6967	chr9:34613548	chr9:34620515	0.50
ARID3C	6728	chr9:34621376	chr9:34628104	0.56
SIGMAR1	3087	chr9:34634719	chr9:34637806	0.57
GALT	12902	chr9:34638130	chr9:34651032	0.50
IL11RA	11190	chr9:34650699	chr9:34661889	0.54
CCL27	2168	chr9:34661877	chr9:34664045	0.51
RP11-195F19.5	1949	chr9:34664160	chr9:34666109	0.61
RP11-195F19.9	15633	chr9:34665662	chr9:34681295	0.49
CCL19	1710	chr9:34689564	chr9:34691274	0.55
CCL21	1119	chr9:34709002	chr9:34710121	0.59
FAM205A	6412	chr9:34723052	chr9:34729464	0.50
KIAA1045	25057	chr9:34957484	chr9:34982541	0.48
DNAJB5	9259	chr9:34989638	chr9:34998897	0.55
C9orf131	4896	chr9:35041092	chr9:35045988	0.51
FLJ00273	434	chr9:35042390	chr9:35042824	0.49
VCP	17185	chr9:35056061	chr9:35073246	0.48
FANCG	6181	chr9:35073832	chr9:35080013	0.53
PIGO	7906	chr9:35088685	chr9:35096591	0.53
RP11-182N22.8	1763	chr9:35096375	chr9:35098138	0.51
STOML2	3266	chr9:35099888	chr9:35103154	0.53
FAM214B	12229	chr9:35104109	chr9:35116338	0.55
UNC13B	243336	chr9:35161999	chr9:35405335	0.42
AL160274.1	206	chr9:35361056	chr9:35361262	0.40
RUSC2	71771	chr9:35490124	chr9:35561895	0.44
FAM166B	2068	chr9:35561828	chr9:35563896	0.55
TESK1	4671	chr9:35605367	chr9:35610038	0.59
CD72	37277	chr9:35609530	chr9:35646807	0.47
RP11-331F9.3	1003	chr9:35642511	chr9:35643514	0.51
RP11-331F9.4	829	chr9:35646267	chr9:35647096	0.62
SIT1	1645	chr9:35649292	chr9:35650937	0.60
RMRP	267	chr9:35657748	chr9:35658015	0.63
CCDC107	3207	chr9:35658301	chr9:35661508	0.53
ARHGEF39	16991	chr9:35658872	chr9:35675863	0.50
CA9	7303	chr9:35673853	chr9:35681156	0.53
TPM2	9028	chr9:35681989	chr9:35691017	0.56
TLN1	35447	chr9:35696945	chr9:35732392	0.51
CREB3	4669	chr9:35732332	chr9:35737001	0.49
GBA2	13120	chr9:35736863	chr9:35749983	0.52
RGP1	9369	chr9:35749203	chr9:35758572	0.53
MSMP	3623	chr9:35752987	chr9:35756610	0.52
RP11-112J3.15	1228	chr9:35756709	chr9:35757937	0.59
RP11-112J3.16	18269	chr9:35772160	chr9:35790429	0.43
NPR2	17578	chr9:35792151	chr9:35809729	0.48
SPAG8	4227	chr9:35808042	chr9:35812269	0.52
HINT2	2394	chr9:35812957	chr9:35815351	0.55
TMEM8B	40396	chr9:35814448	chr9:35854844	0.50
FAM221B	12356	chr9:35816388	chr9:35828744	0.48
OR13J1	1086	chr9:35869375	chr9:35870461	0.59
HRCT1	949	chr9:35906189	chr9:35907138	0.61
LINC00961	2203	chr9:35909480	chr9:35911683	0.54
RP11-327L3.3	7139	chr9:35930009	chr9:35937148	0.39
OR2S2	1046	chr9:35957105	chr9:35958151	0.53
RECK	88018	chr9:36036430	chr9:36124448	0.39
GLIPR2	27178	chr9:36136732	chr9:36163910	0.51
CCIN	1940	chr9:36169389	chr9:36171329	0.53
CLTA	113925	chr9:36190853	chr9:36304778	0.44
GNE	62615	chr9:36214438	chr9:36277053	0.44
RNF38	151152	chr9:36336393	chr9:36487545	0.41
MELK	104819	chr9:36572859	chr9:36677678	0.42
PAX5	200831	chr9:36833272	chr9:37034103	0.49
RP11-344B23.2	4820	chr9:36856552	chr9:36861372	0.51
RP11-297B17.3	5343	chr9:37002694	chr9:37008037	0.45
RP11-465M18.1	2261	chr9:37073528	chr9:37075789	0.39
RP11-220I1.5	963	chr9:37078810	chr9:37079773	0.48
RP11-220I1.1	10505	chr9:37079893	chr9:37090398	0.39
RP11-220I1.2	2942	chr9:37112545	chr9:37115487	0.43
ZCCHC7	237610	chr9:37120536	chr9:37358146	0.37
RP11-397D12.4	1256	chr9:37383175	chr9:37384431	0.52
GRHPR	14324	chr9:37422663	chr9:37436987	0.53
ZBTB5	27285	chr9:37438111	chr9:37465396	0.44
POLR1E	17762	chr9:37485932	chr9:37503694	0.46
RP11-613M10.6	1149	chr9:37509147	chr9:37510296	0.49
FBXO10	77982	chr9:37510889	chr9:37588871	0.45
RP11-613M10.8	79922	chr9:37512544	chr9:37592466	0.45
TOMM5	9996	chr9:37582643	chr9:37592639	0.41
RP11-613M10.9	480274	chr9:37588410	chr9:38068684	0.45
FRMPD1	95904	chr9:37650997	chr9:37746901	0.44
TRMT10B	25165	chr9:37753804	chr9:37778969	0.43
EXOSC3	34459	chr9:37766975	chr9:37801434	0.43
DCAF10	67164	chr9:37800499	chr9:37867663	0.39
SLC25A51	24950	chr9:37879400	chr9:37904350	0.43
SHB	150079	chr9:37919131	chr9:38069210	0.51
RP11-113O24.3	16003	chr9:38360424	chr9:38376427	0.45
ALDH1B1	5997	chr9:38392661	chr9:38398658	0.51
IGFBPL1	15453	chr9:38408991	chr9:38424444	0.50
ANKRD18A	80091	chr9:38540566	chr9:38620657	0.42
FAM201A	4516	chr9:38620471	chr9:38624987	0.51
RP11-402N8.1	47909	chr9:38804004	chr9:38851913	0.41
CNTNAP3	215548	chr9:39072764	chr9:39288312	0.38
SPATA31A1	6257	chr9:39355699	chr9:39361956	0.53
FAM74A5	5851	chr9:39371062	chr9:39376913	0.39
RP11-347J14.8	20799	chr9:39384503	chr9:39405302	0.41
RP11-347J14.7	1669	chr9:39395734	chr9:39397403	0.40
SPATA31A2	6235	chr9:39884975	chr9:39891210	0.53
FAM74A1	5873	chr9:39900346	chr9:39906219	0.39
RP11-95H8.5	1944	chr9:39925026	chr9:39926970	0.41
AL353791.1	3797	chr9:40028620	chr9:40032417	0.34
SPATA31A3	6246	chr9:40700291	chr9:40706537	0.53
RP11-395E19.5	9241	chr9:40704468	chr9:40713709	0.48
FAM74A3	7017	chr9:40715662	chr9:40722679	0.39
RP11-395E19.7	1671	chr9:40740776	chr9:40742447	0.42
ZNF658	75715	chr9:40760700	chr9:40836415	0.38
RP11-95K23.6	20805	chr9:41277733	chr9:41298538	0.41
RP11-95K23.5	1949	chr9:41285357	chr9:41287306	0.40
